antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'device'}),"frozenset({'platform', 'technology'})",0.07096774193548387,0.04516129032258064,0.03225806451612903,0.45454545454545453,10.064935064935066,1.0,0.029053069719042663,1.7505376344086023,0.9694444444444443,0.38461538461538464,0.4287469287469287,0.5844155844155844
"frozenset({'platform', 'recent'})",frozenset({'device'}),0.04516129032258064,0.07096774193548387,0.03225806451612903,0.7142857142857143,10.064935064935066,1.0,0.029053069719042663,3.2516129032258068,0.9432432432432433,0.38461538461538464,0.6924603174603174,0.5844155844155844
"frozenset({'recent', 'device'})",frozenset({'platform'}),0.07096774193548387,0.04516129032258064,0.03225806451612903,0.45454545454545453,10.064935064935066,1.0,0.029053069719042663,1.7505376344086023,0.9694444444444443,0.38461538461538464,0.4287469287469287,0.5844155844155844
frozenset({'platform'}),"frozenset({'recent', 'device'})",0.04516129032258064,0.07096774193548387,0.03225806451612903,0.7142857142857143,10.064935064935066,1.0,0.029053069719042663,3.2516129032258068,0.9432432432432433,0.38461538461538464,0.6924603174603174,0.5844155844155844
frozenset({'device'}),"frozenset({'platform', 'recent'})",0.07096774193548387,0.04516129032258064,0.03225806451612903,0.45454545454545453,10.064935064935066,1.0,0.029053069719042663,1.7505376344086023,0.9694444444444443,0.38461538461538464,0.4287469287469287,0.5844155844155844
frozenset({'device'}),frozenset({'platform'}),0.07096774193548387,0.04516129032258064,0.03225806451612903,0.45454545454545453,10.064935064935066,1.0,0.029053069719042663,1.7505376344086023,0.9694444444444443,0.38461538461538464,0.4287469287469287,0.5844155844155844
frozenset({'platform'}),"frozenset({'technology', 'device'})",0.04516129032258064,0.07096774193548387,0.03225806451612903,0.7142857142857143,10.064935064935066,1.0,0.029053069719042663,3.2516129032258068,0.9432432432432433,0.38461538461538464,0.6924603174603174,0.5844155844155844
frozenset({'platform'}),frozenset({'device'}),0.04516129032258064,0.07096774193548387,0.03225806451612903,0.7142857142857143,10.064935064935066,1.0,0.029053069719042663,3.2516129032258068,0.9432432432432433,0.38461538461538464,0.6924603174603174,0.5844155844155844
frozenset({'theater'}),"frozenset({'album', 'recent'})",0.06451612903225806,0.05161290322580645,0.03225806451612903,0.5,9.6875,1.0,0.028928199791883453,1.896774193548387,0.9586206896551723,0.38461538461538464,0.4727891156462585,0.5625
"frozenset({'entertainment', 'theater'})","frozenset({'album', 'recent'})",0.06451612903225806,0.05161290322580645,0.03225806451612903,0.5,9.6875,1.0,0.028928199791883453,1.896774193548387,0.9586206896551723,0.38461538461538464,0.4727891156462585,0.5625
"frozenset({'entertainment', 'album', 'recent'})",frozenset({'theater'}),0.05161290322580645,0.06451612903225806,0.03225806451612903,0.625,9.6875,1.0,0.028928199791883453,2.4946236559139785,0.9455782312925171,0.38461538461538464,0.5991379310344828,0.5625
frozenset({'album'}),"frozenset({'entertainment', 'theater', 'recent'})",0.05161290322580645,0.06451612903225806,0.03225806451612903,0.625,9.6875,1.0,0.028928199791883453,2.4946236559139785,0.9455782312925171,0.38461538461538464,0.5991379310344828,0.5625
frozenset({'album'}),frozenset({'theater'}),0.05161290322580645,0.06451612903225806,0.03225806451612903,0.625,9.6875,1.0,0.028928199791883453,2.4946236559139785,0.9455782312925171,0.38461538461538464,0.5991379310344828,0.5625
"frozenset({'entertainment', 'album'})",frozenset({'theater'}),0.05161290322580645,0.06451612903225806,0.03225806451612903,0.625,9.6875,1.0,0.028928199791883453,2.4946236559139785,0.9455782312925171,0.38461538461538464,0.5991379310344828,0.5625
frozenset({'theater'}),"frozenset({'entertainment', 'album'})",0.06451612903225806,0.05161290322580645,0.03225806451612903,0.5,9.6875,1.0,0.028928199791883453,1.896774193548387,0.9586206896551723,0.38461538461538464,0.4727891156462585,0.5625
frozenset({'theater'}),frozenset({'album'}),0.06451612903225806,0.05161290322580645,0.03225806451612903,0.5,9.6875,1.0,0.028928199791883453,1.896774193548387,0.9586206896551723,0.38461538461538464,0.4727891156462585,0.5625
"frozenset({'entertainment', 'theater'})",frozenset({'album'}),0.06451612903225806,0.05161290322580645,0.03225806451612903,0.5,9.6875,1.0,0.028928199791883453,1.896774193548387,0.9586206896551723,0.38461538461538464,0.4727891156462585,0.5625
frozenset({'album'}),"frozenset({'theater', 'recent'})",0.05161290322580645,0.06451612903225806,0.03225806451612903,0.625,9.6875,1.0,0.028928199791883453,2.4946236559139785,0.9455782312925171,0.38461538461538464,0.5991379310344828,0.5625
"frozenset({'entertainment', 'theater', 'recent'})",frozenset({'album'}),0.06451612903225806,0.05161290322580645,0.03225806451612903,0.5,9.6875,1.0,0.028928199791883453,1.896774193548387,0.9586206896551723,0.38461538461538464,0.4727891156462585,0.5625
"frozenset({'album', 'recent'})",frozenset({'theater'}),0.05161290322580645,0.06451612903225806,0.03225806451612903,0.625,9.6875,1.0,0.028928199791883453,2.4946236559139785,0.9455782312925171,0.38461538461538464,0.5991379310344828,0.5625
"frozenset({'theater', 'recent'})",frozenset({'album'}),0.06451612903225806,0.05161290322580645,0.03225806451612903,0.5,9.6875,1.0,0.028928199791883453,1.896774193548387,0.9586206896551723,0.38461538461538464,0.4727891156462585,0.5625
frozenset({'album'}),"frozenset({'entertainment', 'theater'})",0.05161290322580645,0.06451612903225806,0.03225806451612903,0.625,9.6875,1.0,0.028928199791883453,2.4946236559139785,0.9455782312925171,0.38461538461538464,0.5991379310344828,0.5625
frozenset({'theater'}),"frozenset({'entertainment', 'album', 'recent'})",0.06451612903225806,0.05161290322580645,0.03225806451612903,0.5,9.6875,1.0,0.028928199791883453,1.896774193548387,0.9586206896551723,0.38461538461538464,0.4727891156462585,0.5625
"frozenset({'album', 'recent'})","frozenset({'entertainment', 'theater'})",0.05161290322580645,0.06451612903225806,0.03225806451612903,0.625,9.6875,1.0,0.028928199791883453,2.4946236559139785,0.9455782312925171,0.38461538461538464,0.5991379310344828,0.5625
"frozenset({'entertainment', 'album'})","frozenset({'theater', 'recent'})",0.05161290322580645,0.06451612903225806,0.03225806451612903,0.625,9.6875,1.0,0.028928199791883453,2.4946236559139785,0.9455782312925171,0.38461538461538464,0.5991379310344828,0.5625
"frozenset({'theater', 'recent'})","frozenset({'entertainment', 'album'})",0.06451612903225806,0.05161290322580645,0.03225806451612903,0.5,9.6875,1.0,0.028928199791883453,1.896774193548387,0.9586206896551723,0.38461538461538464,0.4727891156462585,0.5625
"frozenset({'entertainment', 'film', 'recent'})",frozenset({'award'}),0.07096774193548387,0.07096774193548387,0.03870967741935484,0.5454545454545455,7.685950413223141,1.0,0.0336732570239334,2.043870967741936,0.9363425925925926,0.375,0.5107323232323233,0.5454545454545455
frozenset({'award'}),"frozenset({'entertainment', 'film', 'recent'})",0.07096774193548387,0.07096774193548387,0.03870967741935484,0.5454545454545455,7.685950413223141,1.0,0.0336732570239334,2.043870967741936,0.9363425925925926,0.375,0.5107323232323233,0.5454545454545455
"frozenset({'entertainment', 'film'})",frozenset({'award'}),0.07096774193548387,0.07096774193548387,0.03870967741935484,0.5454545454545455,7.685950413223141,1.0,0.0336732570239334,2.043870967741936,0.9363425925925926,0.375,0.5107323232323233,0.5454545454545455
"frozenset({'entertainment', 'award'})","frozenset({'film', 'recent'})",0.07096774193548387,0.07096774193548387,0.03870967741935484,0.5454545454545455,7.685950413223141,1.0,0.0336732570239334,2.043870967741936,0.9363425925925926,0.375,0.5107323232323233,0.5454545454545455
"frozenset({'entertainment', 'film'})","frozenset({'award', 'recent'})",0.07096774193548387,0.07096774193548387,0.03870967741935484,0.5454545454545455,7.685950413223141,1.0,0.0336732570239334,2.043870967741936,0.9363425925925926,0.375,0.5107323232323233,0.5454545454545455
"frozenset({'film', 'recent'})","frozenset({'entertainment', 'award'})",0.07096774193548387,0.07096774193548387,0.03870967741935484,0.5454545454545455,7.685950413223141,1.0,0.0336732570239334,2.043870967741936,0.9363425925925926,0.375,0.5107323232323233,0.5454545454545455
frozenset({'award'}),"frozenset({'film', 'recent'})",0.07096774193548387,0.07096774193548387,0.03870967741935484,0.5454545454545455,7.685950413223141,1.0,0.0336732570239334,2.043870967741936,0.9363425925925926,0.375,0.5107323232323233,0.5454545454545455
frozenset({'award'}),"frozenset({'entertainment', 'film'})",0.07096774193548387,0.07096774193548387,0.03870967741935484,0.5454545454545455,7.685950413223141,1.0,0.0336732570239334,2.043870967741936,0.9363425925925926,0.375,0.5107323232323233,0.5454545454545455
"frozenset({'award', 'recent'})","frozenset({'entertainment', 'film'})",0.07096774193548387,0.07096774193548387,0.03870967741935484,0.5454545454545455,7.685950413223141,1.0,0.0336732570239334,2.043870967741936,0.9363425925925926,0.375,0.5107323232323233,0.5454545454545455
"frozenset({'film', 'recent'})",frozenset({'award'}),0.07096774193548387,0.07096774193548387,0.03870967741935484,0.5454545454545455,7.685950413223141,1.0,0.0336732570239334,2.043870967741936,0.9363425925925926,0.375,0.5107323232323233,0.5454545454545455
"frozenset({'diplomacy', 'politics'})",frozenset({'parliament'}),0.05806451612903226,0.07741935483870968,0.03225806451612903,0.5555555555555555,7.175925925925925,1.0,0.027762747138397503,2.0758064516129027,0.9136986301369864,0.31249999999999994,0.5182595182595182,0.48611111111111105
frozenset({'parliament'}),frozenset({'diplomacy'}),0.07741935483870968,0.05806451612903226,0.03225806451612903,0.41666666666666663,7.175925925925925,1.0,0.027762747138397503,1.6147465437788018,0.9328671328671329,0.31249999999999994,0.3807077625570776,0.48611111111111105
frozenset({'diplomacy'}),"frozenset({'parliament', 'politics'})",0.05806451612903226,0.07741935483870968,0.03225806451612903,0.5555555555555555,7.175925925925925,1.0,0.027762747138397503,2.0758064516129027,0.9136986301369864,0.31249999999999994,0.5182595182595182,0.48611111111111105
frozenset({'diplomacy'}),frozenset({'parliament'}),0.05806451612903226,0.07741935483870968,0.03225806451612903,0.5555555555555555,7.175925925925925,1.0,0.027762747138397503,2.0758064516129027,0.9136986301369864,0.31249999999999994,0.5182595182595182,0.48611111111111105
frozenset({'parliament'}),"frozenset({'diplomacy', 'recent'})",0.07741935483870968,0.05806451612903226,0.03225806451612903,0.41666666666666663,7.175925925925925,1.0,0.027762747138397503,1.6147465437788018,0.9328671328671329,0.31249999999999994,0.3807077625570776,0.48611111111111105
"frozenset({'parliament', 'recent'})","frozenset({'politics', 'diplomacy'})",0.07741935483870968,0.05806451612903226,0.03225806451612903,0.41666666666666663,7.175925925925925,1.0,0.027762747138397503,1.6147465437788018,0.9328671328671329,0.31249999999999994,0.3807077625570776,0.48611111111111105
"frozenset({'parliament', 'politics'})",frozenset({'diplomacy'}),0.07741935483870968,0.05806451612903226,0.03225806451612903,0.41666666666666663,7.175925925925925,1.0,0.027762747138397503,1.6147465437788018,0.9328671328671329,0.31249999999999994,0.3807077625570776,0.48611111111111105
"frozenset({'diplomacy', 'recent'})",frozenset({'parliament'}),0.05806451612903226,0.07741935483870968,0.03225806451612903,0.5555555555555555,7.175925925925925,1.0,0.027762747138397503,2.0758064516129027,0.9136986301369864,0.31249999999999994,0.5182595182595182,0.48611111111111105
frozenset({'parliament'}),"frozenset({'politics', 'diplomacy', 'recent'})",0.07741935483870968,0.05806451612903226,0.03225806451612903,0.41666666666666663,7.175925925925925,1.0,0.027762747138397503,1.6147465437788018,0.9328671328671329,0.31249999999999994,0.3807077625570776,0.48611111111111105
frozenset({'parliament'}),"frozenset({'diplomacy', 'politics'})",0.07741935483870968,0.05806451612903226,0.03225806451612903,0.41666666666666663,7.175925925925925,1.0,0.027762747138397503,1.6147465437788018,0.9328671328671329,0.31249999999999994,0.3807077625570776,0.48611111111111105
"frozenset({'parliament', 'recent'})",frozenset({'diplomacy'}),0.07741935483870968,0.05806451612903226,0.03225806451612903,0.41666666666666663,7.175925925925925,1.0,0.027762747138397503,1.6147465437788018,0.9328671328671329,0.31249999999999994,0.3807077625570776,0.48611111111111105
frozenset({'diplomacy'}),"frozenset({'parliament', 'politics', 'recent'})",0.05806451612903226,0.07741935483870968,0.03225806451612903,0.5555555555555555,7.175925925925925,1.0,0.027762747138397503,2.0758064516129027,0.9136986301369864,0.31249999999999994,0.5182595182595182,0.48611111111111105
frozenset({'diplomacy'}),"frozenset({'parliament', 'recent'})",0.05806451612903226,0.07741935483870968,0.03225806451612903,0.5555555555555555,7.175925925925925,1.0,0.027762747138397503,2.0758064516129027,0.9136986301369864,0.31249999999999994,0.5182595182595182,0.48611111111111105
"frozenset({'parliament', 'politics', 'recent'})",frozenset({'diplomacy'}),0.07741935483870968,0.05806451612903226,0.03225806451612903,0.41666666666666663,7.175925925925925,1.0,0.027762747138397503,1.6147465437788018,0.9328671328671329,0.31249999999999994,0.3807077625570776,0.48611111111111105
"frozenset({'diplomacy', 'recent'})","frozenset({'parliament', 'politics'})",0.05806451612903226,0.07741935483870968,0.03225806451612903,0.5555555555555555,7.175925925925925,1.0,0.027762747138397503,2.0758064516129027,0.9136986301369864,0.31249999999999994,0.5182595182595182,0.48611111111111105
"frozenset({'politics', 'diplomacy'})","frozenset({'parliament', 'recent'})",0.05806451612903226,0.07741935483870968,0.03225806451612903,0.5555555555555555,7.175925925925925,1.0,0.027762747138397503,2.0758064516129027,0.9136986301369864,0.31249999999999994,0.5182595182595182,0.48611111111111105
"frozenset({'politics', 'diplomacy', 'recent'})",frozenset({'parliament'}),0.05806451612903226,0.07741935483870968,0.03225806451612903,0.5555555555555555,7.175925925925925,1.0,0.027762747138397503,2.0758064516129027,0.9136986301369864,0.31249999999999994,0.5182595182595182,0.48611111111111105
"frozenset({'parliament', 'politics'})","frozenset({'diplomacy', 'recent'})",0.07741935483870968,0.05806451612903226,0.03225806451612903,0.41666666666666663,7.175925925925925,1.0,0.027762747138397503,1.6147465437788018,0.9328671328671329,0.31249999999999994,0.3807077625570776,0.48611111111111105
frozenset({'award'}),frozenset({'film'}),0.07096774193548387,0.07741935483870968,0.03870967741935484,0.5454545454545455,7.045454545454546,1.0,0.033215400624349634,2.0296774193548393,0.923611111111111,0.3529411764705883,0.5073108709472347,0.5227272727272727
"frozenset({'award', 'recent'})",frozenset({'film'}),0.07096774193548387,0.07741935483870968,0.03870967741935484,0.5454545454545455,7.045454545454546,1.0,0.033215400624349634,2.0296774193548393,0.923611111111111,0.3529411764705883,0.5073108709472347,0.5227272727272727
"frozenset({'entertainment', 'award'})","frozenset({'theater', 'recent'})",0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
"frozenset({'award', 'recent'})","frozenset({'entertainment', 'theater'})",0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
"frozenset({'entertainment', 'award', 'recent'})",frozenset({'film'}),0.07096774193548387,0.07741935483870968,0.03870967741935484,0.5454545454545455,7.045454545454546,1.0,0.033215400624349634,2.0296774193548393,0.923611111111111,0.3529411764705883,0.5073108709472347,0.5227272727272727
frozenset({'award'}),"frozenset({'entertainment', 'theater'})",0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
frozenset({'award'}),"frozenset({'theater', 'recent'})",0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
"frozenset({'entertainment', 'award', 'recent'})",frozenset({'theater'}),0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
"frozenset({'award', 'recent'})",frozenset({'theater'}),0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
frozenset({'award'}),frozenset({'theater'}),0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
"frozenset({'entertainment', 'award'})",frozenset({'film'}),0.07096774193548387,0.07741935483870968,0.03870967741935484,0.5454545454545455,7.045454545454546,1.0,0.033215400624349634,2.0296774193548393,0.923611111111111,0.3529411764705883,0.5073108709472347,0.5227272727272727
"frozenset({'entertainment', 'film'})","frozenset({'music', 'recent'})",0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
"frozenset({'entertainment', 'award'})",frozenset({'theater'}),0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
frozenset({'award'}),"frozenset({'entertainment', 'theater', 'recent'})",0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
"frozenset({'film', 'recent'})","frozenset({'entertainment', 'music'})",0.07096774193548387,0.06451612903225806,0.03225806451612903,0.45454545454545453,7.045454545454546,1.0,0.02767950052029136,1.7150537634408605,0.9236111111111109,0.31249999999999994,0.41692789968652033,0.4772727272727273
frozenset({'theater'}),"frozenset({'entertainment', 'award'})",0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
"frozenset({'entertainment', 'music'})","frozenset({'film', 'recent'})",0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
"frozenset({'music', 'recent'})","frozenset({'entertainment', 'film'})",0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
"frozenset({'entertainment', 'theater', 'recent'})",frozenset({'award'}),0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
frozenset({'theater'}),"frozenset({'entertainment', 'award', 'recent'})",0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
frozenset({'film'}),"frozenset({'award', 'recent'})",0.07741935483870968,0.07096774193548387,0.03870967741935484,0.5,7.045454545454545,1.0,0.033215400624349634,1.8580645161290323,0.9300699300699299,0.3529411764705883,0.4618055555555555,0.5227272727272727
"frozenset({'theater', 'recent'})",frozenset({'award'}),0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
"frozenset({'entertainment', 'theater'})",frozenset({'award'}),0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
"frozenset({'entertainment', 'theater'})","frozenset({'award', 'recent'})",0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
frozenset({'theater'}),frozenset({'award'}),0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
frozenset({'theater'}),"frozenset({'award', 'recent'})",0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
frozenset({'film'}),"frozenset({'entertainment', 'award'})",0.07741935483870968,0.07096774193548387,0.03870967741935484,0.5,7.045454545454545,1.0,0.033215400624349634,1.8580645161290323,0.9300699300699299,0.3529411764705883,0.4618055555555555,0.5227272727272727
"frozenset({'theater', 'recent'})","frozenset({'entertainment', 'award'})",0.06451612903225806,0.07096774193548387,0.03225806451612903,0.5,7.045454545454545,1.0,0.02767950052029136,1.8580645161290323,0.9172413793103448,0.31249999999999994,0.4618055555555555,0.4772727272727273
frozenset({'film'}),"frozenset({'entertainment', 'award', 'recent'})",0.07741935483870968,0.07096774193548387,0.03870967741935484,0.5,7.045454545454545,1.0,0.033215400624349634,1.8580645161290323,0.9300699300699299,0.3529411764705883,0.4618055555555555,0.5227272727272727
frozenset({'film'}),frozenset({'award'}),0.07741935483870968,0.07096774193548387,0.03870967741935484,0.5,7.045454545454545,1.0,0.033215400624349634,1.8580645161290323,0.9300699300699299,0.3529411764705883,0.4618055555555555,0.5227272727272727
"frozenset({'investment', 'recent'})",frozenset({'business'}),0.04516129032258064,0.14838709677419354,0.04516129032258064,1.0,6.739130434782609,1.0,0.03845993756503642,inf,0.8918918918918919,0.30434782608695654,1.0,0.6521739130434783
"frozenset({'stock', 'recent'})",frozenset({'business'}),0.07096774193548387,0.14838709677419354,0.07096774193548387,1.0,6.739130434782609,1.0,0.06043704474505723,inf,0.9166666666666666,0.4782608695652174,1.0,0.7391304347826086
frozenset({'business'}),"frozenset({'retail', 'recent'})",0.14838709677419354,0.03225806451612903,0.03225806451612903,0.2173913043478261,6.739130434782609,1.0,0.027471383975026013,1.2365591397849465,1.0,0.2173913043478261,0.19130434782608696,0.6086956521739131
frozenset({'business'}),"frozenset({'investment', 'recent'})",0.14838709677419354,0.04516129032258064,0.04516129032258064,0.30434782608695654,6.739130434782609,1.0,0.03845993756503642,1.3725806451612903,1.0000000000000002,0.30434782608695654,0.27144535840188017,0.6521739130434783
frozenset({'business'}),"frozenset({'stock', 'company'})",0.14838709677419354,0.03225806451612903,0.03225806451612903,0.2173913043478261,6.739130434782609,1.0,0.027471383975026013,1.2365591397849465,1.0,0.2173913043478261,0.19130434782608696,0.6086956521739131
"frozenset({'stock', 'company'})",frozenset({'business'}),0.03225806451612903,0.14838709677419354,0.03225806451612903,1.0,6.739130434782609,1.0,0.027471383975026013,inf,0.88,0.2173913043478261,1.0,0.6086956521739131
frozenset({'company'}),"frozenset({'business', 'recent'})",0.07741935483870968,0.14838709677419354,0.07741935483870968,1.0,6.739130434782609,1.0,0.06593132154006244,inf,0.923076923076923,0.5217391304347827,1.0,0.7608695652173914
frozenset({'business'}),"frozenset({'company', 'recent'})",0.14838709677419354,0.07741935483870968,0.07741935483870968,0.5217391304347827,6.739130434782609,1.0,0.06593132154006244,1.9290322580645165,1.0,0.5217391304347827,0.4816053511705687,0.7608695652173914
frozenset({'business'}),"frozenset({'economy', 'recent'})",0.14838709677419354,0.03870967741935484,0.03870967741935484,0.26086956521739135,6.739130434782609,1.0,0.03296566077003122,1.3005692599620495,1.0,0.26086956521739135,0.23110592354829304,0.6304347826086957
frozenset({'business'}),frozenset({'company'}),0.14838709677419354,0.07741935483870968,0.07741935483870968,0.5217391304347827,6.739130434782609,1.0,0.06593132154006244,1.9290322580645165,1.0,0.5217391304347827,0.4816053511705687,0.7608695652173914
"frozenset({'company', 'recent'})",frozenset({'business'}),0.07741935483870968,0.14838709677419354,0.07741935483870968,1.0,6.739130434782609,1.0,0.06593132154006244,inf,0.923076923076923,0.5217391304347827,1.0,0.7608695652173914
"frozenset({'economy', 'recent'})",frozenset({'business'}),0.03870967741935484,0.14838709677419354,0.03870967741935484,1.0,6.739130434782609,1.0,0.03296566077003122,inf,0.8859060402684563,0.26086956521739135,1.0,0.6304347826086957
frozenset({'company'}),frozenset({'business'}),0.07741935483870968,0.14838709677419354,0.07741935483870968,1.0,6.739130434782609,1.0,0.06593132154006244,inf,0.923076923076923,0.5217391304347827,1.0,0.7608695652173914
"frozenset({'business', 'recent'})",frozenset({'company'}),0.14838709677419354,0.07741935483870968,0.07741935483870968,0.5217391304347827,6.739130434782609,1.0,0.06593132154006244,1.9290322580645165,1.0,0.5217391304347827,0.4816053511705687,0.7608695652173914
"frozenset({'business', 'recent'})",frozenset({'investment'}),0.14838709677419354,0.04516129032258064,0.04516129032258064,0.30434782608695654,6.739130434782609,1.0,0.03845993756503642,1.3725806451612903,1.0000000000000002,0.30434782608695654,0.27144535840188017,0.6521739130434783
